--------------------Report--------------------
[0]  master A: 2  master B: 2  master ALUControl: 0  master result: 2  slave result: 2      correct? 1
[7447]  master A: 14878  master B: 22299  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7448]  master A: 14880  master B: 22302  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7449]  master A: 14882  master B: 22305  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7450]  master A: 14884  master B: 22308  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7451]  master A: 14886  master B: 22311  master ALUControl: 11  master result: 1275068532  slave result: 1275068532      correct? 1
[7452]  master A: 14888  master B: 22314  master ALUControl: 12  master result: 27906  slave result: 27906      correct? 1
[7453]  master A: 14890  master B: 22317  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[7454]  master A: 14892  master B: 22320  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[7455]  master A: 14894  master B: 22323  master ALUControl: 0  master result: 4642  slave result: 4642      correct? 1
[7456]  master A: 14896  master B: 22326  master ALUControl: 1  master result: 27910  slave result: 27910      correct? 1
[7457]  master A: 14898  master B: 22329  master ALUControl: 2  master result: 4294959865  slave result: 4294959865      correct? 1
[7458]  master A: 14900  master B: 22332  master ALUControl: 3  master result: 4294959864  slave result: 37232      correct? 0
[7459]  master A: 14902  master B: 22335  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[7460]  master A: 14904  master B: 22338  master ALUControl: 5  master result: 4294934661  slave result: 4294934661      correct? 1
[7461]  master A: 14906  master B: 22341  master ALUControl: 6  master result: 4294934661  slave result: 4294934661      correct? 1
[7462]  master A: 14908  master B: 22344  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7463]  master A: 14910  master B: 22347  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7464]  master A: 14912  master B: 22350  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7465]  master A: 14914  master B: 22353  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7466]  master A: 14916  master B: 22356  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[7467]  master A: 14918  master B: 22359  master ALUControl: 12  master result: 27921  slave result: 27921      correct? 1
[7468]  master A: 14920  master B: 22362  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[7469]  master A: 14922  master B: 22365  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[7470]  master A: 14924  master B: 22368  master ALUControl: 0  master result: 4672  slave result: 4672      correct? 1
[7471]  master A: 14926  master B: 22371  master ALUControl: 1  master result: 27949  slave result: 27949      correct? 1
[7472]  master A: 14928  master B: 22374  master ALUControl: 2  master result: 4294959850  slave result: 4294959850      correct? 1
[7473]  master A: 14930  master B: 22377  master ALUControl: 3  master result: 4294959849  slave result: 37307      correct? 0
[7474]  master A: 14932  master B: 22380  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[7475]  master A: 14934  master B: 22383  master ALUControl: 5  master result: 4294934656  slave result: 4294934656      correct? 1
[7476]  master A: 14936  master B: 22386  master ALUControl: 6  master result: 4294934656  slave result: 4294934656      correct? 1
[7477]  master A: 14938  master B: 22389  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7478]  master A: 14940  master B: 22392  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7479]  master A: 14942  master B: 22395  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7480]  master A: 14944  master B: 22398  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7481]  master A: 14946  master B: 22401  master ALUControl: 11  master result: 7473  slave result: 7473      correct? 1
[7482]  master A: 14948  master B: 22404  master ALUControl: 12  master result: 28128  slave result: 28128      correct? 1
[7483]  master A: 14950  master B: 22407  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[7484]  master A: 14952  master B: 22410  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[7485]  master A: 14954  master B: 22413  master ALUControl: 0  master result: 4616  slave result: 4616      correct? 1
[7486]  master A: 14956  master B: 22416  master ALUControl: 1  master result: 28156  slave result: 28156      correct? 1
[7487]  master A: 14958  master B: 22419  master ALUControl: 2  master result: 4294959835  slave result: 4294959835      correct? 1
[7488]  master A: 14960  master B: 22422  master ALUControl: 3  master result: 4294959834  slave result: 37382      correct? 0
[7489]  master A: 14962  master B: 22425  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[7490]  master A: 14964  master B: 22428  master ALUControl: 5  master result: 4294934531  slave result: 4294934531      correct? 1
[7491]  master A: 14966  master B: 22431  master ALUControl: 6  master result: 4294934531  slave result: 4294934531      correct? 1
[7492]  master A: 14968  master B: 22434  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7493]  master A: 14970  master B: 22437  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7494]  master A: 14972  master B: 22440  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7495]  master A: 14974  master B: 22443  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7496]  master A: 14976  master B: 22446  master ALUControl: 11  master result: 3925868544  slave result: 3925868544      correct? 1
[7497]  master A: 14978  master B: 22449  master ALUControl: 12  master result: 27955  slave result: 27955      correct? 1
[7498]  master A: 14980  master B: 22452  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[7499]  master A: 14982  master B: 22455  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[7500]  master A: 14984  master B: 22458  master ALUControl: 0  master result: 4744  slave result: 4744      correct? 1
[7501]  master A: 14986  master B: 22461  master ALUControl: 1  master result: 27959  slave result: 27959      correct? 1
[7502]  master A: 14988  master B: 22464  master ALUControl: 2  master result: 4294959820  slave result: 4294959820      correct? 1
[7503]  master A: 14990  master B: 22467  master ALUControl: 3  master result: 4294959819  slave result: 37457      correct? 0
[7504]  master A: 14992  master B: 22470  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[7505]  master A: 14994  master B: 22473  master ALUControl: 5  master result: 4294934564  slave result: 4294934564      correct? 1
[7506]  master A: 14996  master B: 22476  master ALUControl: 6  master result: 4294934564  slave result: 4294934564      correct? 1
[7507]  master A: 14998  master B: 22479  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7508]  master A: 15000  master B: 22482  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7509]  master A: 15002  master B: 22485  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7510]  master A: 15004  master B: 22488  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7511]  master A: 15006  master B: 22491  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[7512]  master A: 15008  master B: 22494  master ALUControl: 12  master result: 28030  slave result: 28030      correct? 1
[7513]  master A: 15010  master B: 22497  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[7514]  master A: 15012  master B: 22500  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[7515]  master A: 15014  master B: 22503  master ALUControl: 0  master result: 4774  slave result: 4774      correct? 1
[7516]  master A: 15016  master B: 22506  master ALUControl: 1  master result: 27970  slave result: 27970      correct? 1
[7517]  master A: 15018  master B: 22509  master ALUControl: 2  master result: 4294959805  slave result: 4294959805      correct? 1
[7518]  master A: 15020  master B: 22512  master ALUControl: 3  master result: 4294959804  slave result: 37532      correct? 0
[7519]  master A: 15022  master B: 22515  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[7520]  master A: 15024  master B: 22518  master ALUControl: 5  master result: 4294934537  slave result: 4294934537      correct? 1
[7521]  master A: 15026  master B: 22521  master ALUControl: 6  master result: 4294934537  slave result: 4294934537      correct? 1
[7522]  master A: 15028  master B: 22524  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7523]  master A: 15030  master B: 22527  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7524]  master A: 15032  master B: 22530  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7525]  master A: 15034  master B: 22533  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7526]  master A: 15036  master B: 22536  master ALUControl: 11  master result: 58  slave result: 58      correct? 1
[7527]  master A: 15038  master B: 22539  master ALUControl: 12  master result: 25269  slave result: 25269      correct? 1
[7528]  master A: 15040  master B: 22542  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[7529]  master A: 15042  master B: 22545  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[7530]  master A: 15044  master B: 22548  master ALUControl: 0  master result: 6148  slave result: 6148      correct? 1
[7531]  master A: 15046  master B: 22551  master ALUControl: 1  master result: 25297  slave result: 25297      correct? 1
[7532]  master A: 15048  master B: 22554  master ALUControl: 2  master result: 4294959790  slave result: 4294959790      correct? 1
[7533]  master A: 15050  master B: 22557  master ALUControl: 3  master result: 4294959789  slave result: 37607      correct? 0
[7534]  master A: 15052  master B: 22560  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[7535]  master A: 15054  master B: 22563  master ALUControl: 5  master result: 4294935824  slave result: 4294935824      correct? 1
[7536]  master A: 15056  master B: 22566  master ALUControl: 6  master result: 4294935824  slave result: 4294935824      correct? 1
[7537]  master A: 15058  master B: 22569  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[7538]  master A: 15060  master B: 22572  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[7539]  master A: 15062  master B: 22575  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[7540]  master A: 15064  master B: 22578  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[7541]  master A: 15066  master B: 22581  master ALUControl: 11  master result: 30855168  slave result: 30855168      correct? 1
